Tid;Lufttemperatur(°C)
2017-01-06 01:15;   -16,200
2017-01-06 01:30;   -13,600
2017-01-06 01:45;   -13,500
2017-01-06 02:00;   -12,700
2017-01-06 02:15;   -12,100
2017-01-06 02:30;   -11,500
2017-01-06 02:45;   -11,600
2017-01-06 03:00;   -10,500
2017-01-06 03:15;   -10,300
2017-01-06 03:30;   -10,500
2017-01-06 03:45;   -10,500
2017-01-06 04:00;   -10,300
2017-01-06 04:15;   -10,200
2017-01-06 04:30;   -10,500
2017-01-06 04:45;   -10,400
2017-01-06 05:00;   -10,600
2017-01-06 05:15;   -10,200
2017-01-06 05:30;   -10,300
2017-01-06 05:45;   -10,400
2017-01-06 06:00;   -10,400
2017-01-06 06:15;   -10,400
2017-01-06 06:30;   -10,300
2017-01-06 06:45;    -9,900
2017-01-06 07:00;   -10,100
2017-01-06 07:15;   -10,000
2017-01-06 07:30;    -9,900
2017-01-06 07:45;    -9,900
2017-01-06 08:00;    -9,700
2017-01-06 08:15;    -9,800
2017-01-06 08:30;    -9,700
2017-01-06 08:45;    -9,500
2017-01-06 09:00;    -9,500
2017-01-06 09:15;    -9,400
2017-01-06 09:30;    -8,700
2017-01-06 09:45;    -9,200
2017-01-06 10:00;    -8,900
2017-01-06 10:15;    -8,900
2017-01-06 10:30;    -9,000
2017-01-06 10:45;    -8,800
2017-01-06 11:00;    -8,600
2017-01-06 11:15;    -8,500
2017-01-06 11:30;    -8,600
2017-01-06 11:45;    -8,400
2017-01-06 12:00;    -8,300
2017-01-06 12:15;    -8,400
2017-01-06 12:30;    -8,400
2017-01-06 12:45;    -8,300
2017-01-06 13:00;    -8,100
2017-01-06 13:15;    -8,200
2017-01-06 13:30;    -8,100
2017-01-06 13:45;    -8,000
2017-01-06 14:00;    -7,900
2017-01-06 14:15;    -7,400
2017-01-06 14:30;    -7,500
2017-01-06 14:45;    -7,400
2017-01-06 15:00;    -7,200
2017-01-06 15:15;    -7,300
2017-01-06 15:30;    -6,900
2017-01-06 15:45;    -5,800
2017-01-06 16:00;    -5,000
2017-01-06 16:15;    -6,700
2017-01-06 16:30;    -5,900
2017-01-06 16:45;    -6,100
2017-01-06 17:00;    -5,900
2017-01-06 17:15;    -4,300
2017-01-06 17:30;    -5,500
2017-01-06 17:45;    -5,800
2017-01-06 18:00;    -5,600
2017-01-06 18:15;    -5,400
2017-01-06 18:30;    -4,300
2017-01-06 18:45;    -4,800
2017-01-06 19:00;    -4,700
2017-01-06 19:15;    -4,600
2017-01-06 19:30;    -4,400
2017-01-06 19:45;    -4,600
2017-01-06 20:00;    -4,100
2017-01-06 20:15;    -4,000
2017-01-06 20:30;    -3,800
2017-01-06 20:45;    -3,500
2017-01-06 21:00;    -3,600
2017-01-06 21:15;    -2,900
2017-01-06 21:30;    -2,500
2017-01-06 21:45;    -1,600
2017-01-06 22:00;    -0,300
2017-01-06 22:15;    -1,300
2017-01-06 22:30;    -1,500
2017-01-06 22:45;    -1,400
2017-01-06 23:00;    -1,200
2017-01-06 23:15;    -0,500
2017-01-06 23:30;    -0,100
2017-01-06 23:45;     0,300
2017-01-07 00:00;     1,600
2017-01-07 00:15;     4,100
2017-01-07 00:30;     4,100
2017-01-07 00:45;     3,400
2017-01-07 01:00;     3,800
2017-01-07 01:15;     3,700
2017-01-07 01:30;     3,800
2017-01-07 01:45;     3,900
2017-01-07 02:00;     3,600
2017-01-07 02:15;     3,400
2017-01-07 02:30;     2,700
2017-01-07 02:45;     3,000
2017-01-07 03:00;     2,800
2017-01-07 03:15;     2,900
2017-01-07 03:30;     2,800
2017-01-07 03:45;     2,800
2017-01-07 04:00;     2,700
2017-01-07 04:15;     2,300
2017-01-07 04:30;     2,400
2017-01-07 04:45;     2,300
2017-01-07 05:00;     2,500
2017-01-07 05:15;     2,100
2017-01-07 05:30;     2,200
2017-01-07 05:45;     2,000
2017-01-07 06:00;     2,000
2017-01-07 06:15;     1,700
2017-01-07 06:30;     1,700
2017-01-07 06:45;     1,600
2017-01-07 07:00;     1,700
2017-01-07 07:15;     1,400
2017-01-07 07:30;     1,300
2017-01-07 07:45;     1,400
2017-01-07 08:00;     1,400
2017-01-07 08:15;     1,200
2017-01-07 08:30;     1,400
2017-01-07 08:45;     0,900
2017-01-07 09:00;     1,100
2017-01-07 09:15;     1,300
2017-01-07 09:30;     0,900
2017-01-07 09:45;     1,200
2017-01-07 10:00;     0,900
2017-01-07 10:15;     1,300
2017-01-07 10:30;     0,900
2017-01-07 10:45;     1,100
2017-01-07 11:00;     1,400
2017-01-07 11:15;     0,700
2017-01-07 11:30;     0,400
2017-01-07 11:45;     0,800
2017-01-07 12:00;     1,400
2017-01-07 12:15;     0,800
2017-01-07 12:30;     1,300
2017-01-07 12:45;     1,400
2017-01-07 13:00;     0,900
2017-01-07 13:15;     0,500
2017-01-07 13:30;     0,700
2017-01-07 13:45;    -1,300
2017-01-07 14:00;    -1,600
2017-01-07 14:15;    -1,100
2017-01-07 14:30;    -1,200
2017-01-07 14:45;    -1,000
2017-01-07 15:00;    -0,900
2017-01-07 15:15;    -0,900
2017-01-07 15:30;    -0,900
2017-01-07 15:45;    -0,900
2017-01-07 16:00;    -1,200
2017-01-07 16:15;    -1,500
2017-01-07 16:30;    -1,300
2017-01-07 16:45;    -1,600
2017-01-07 17:00;    -1,800
2017-01-07 17:15;    -2,100
2017-01-07 17:30;    -2,400
2017-01-07 17:45;    -2,000
2017-01-07 18:00;    -1,400
2017-01-07 18:15;    -1,200
2017-01-07 18:30;    -2,800
2017-01-07 18:45;    -2,500
2017-01-07 19:00;    -2,200
2017-01-07 19:15;    -3,200
2017-01-07 19:30;    -3,500
2017-01-07 19:45;    -2,900
2017-01-07 20:00;    -2,200
2017-01-07 20:15;    -2,400
2017-01-07 20:30;    -3,200
2017-01-07 20:45;    -3,000
2017-01-07 21:00;    -3,600
2017-01-07 21:15;    -4,500
2017-01-07 21:45;    -4,900
2017-01-07 22:00;    -5,000
2017-01-07 22:15;    -5,200
2017-01-07 22:30;    -6,300
2017-01-07 22:45;    -6,000
2017-01-07 23:00;    -6,800
2017-01-07 23:15;    -6,600
2017-01-07 23:30;    -7,400
2017-01-07 23:45;    -6,600
2017-01-08 00:00;    -6,700
2017-01-08 00:15;    -7,300
2017-01-08 00:30;    -8,600
2017-01-08 00:45;    -9,800
2017-01-08 01:00;    -7,300
2017-01-08 01:15;    -5,100
2017-01-08 01:30;    -5,100
2017-01-08 01:45;    -7,200
2017-01-08 02:00;    -7,400
2017-01-08 02:15;    -5,900
2017-01-08 02:30;    -4,600
2017-01-08 02:45;    -5,200
2017-01-08 03:00;    -5,900
2017-01-08 03:15;    -5,800
2017-01-08 03:30;    -5,100
2017-01-08 03:45;    -4,800
2017-01-08 04:00;    -4,800
2017-01-08 04:15;    -4,600
2017-01-08 04:30;    -4,300
2017-01-08 04:45;    -4,900
2017-01-08 05:00;    -4,900
2017-01-08 05:15;    -5,100
2017-01-08 05:30;    -4,900
2017-01-08 05:45;    -4,500
2017-01-08 06:00;    -4,400
2017-01-08 06:15;    -4,300
2017-01-08 06:30;    -4,100
2017-01-08 06:45;    -4,100
2017-01-08 07:00;    -4,100
2017-01-08 07:15;    -3,900
2017-01-08 07:30;    -3,700
2017-01-08 07:45;    -4,000
2017-01-08 08:00;    -4,000
2017-01-08 08:15;    -3,700
2017-01-08 08:30;    -4,000
2017-01-08 08:45;    -4,000
2017-01-08 09:00;    -3,800
2017-01-08 09:15;    -3,800
2017-01-08 09:30;    -3,800
2017-01-08 09:45;    -3,500
2017-01-08 10:00;    -3,300
2017-01-08 10:15;    -3,400
2017-01-08 10:30;    -3,000
2017-01-08 10:45;    -2,900
2017-01-08 11:00;    -2,700
2017-01-08 11:15;    -2,600
2017-01-08 11:30;    -2,600
2017-01-08 11:45;    -2,400
2017-01-08 12:00;    -2,400
2017-01-08 12:15;    -2,100
2017-01-08 12:30;    -2,100
2017-01-08 12:45;    -2,000
2017-01-08 13:00;    -1,900
2017-01-08 13:15;    -2,100
2017-01-08 13:30;    -1,900
2017-01-08 13:45;    -1,700
2017-01-08 14:00;    -1,600
2017-01-08 14:15;    -1,600
2017-01-08 14:30;    -1,400
2017-01-08 14:45;    -1,200
2017-01-08 15:00;    -0,900
2017-01-08 15:15;     0,300
2017-01-08 15:30;     0,400
2017-01-08 15:45;     1,100
2017-01-08 16:00;     2,100
2017-01-08 16:15;     1,900
2017-01-08 16:30;     1,900
2017-01-08 16:45;     1,600
2017-01-08 17:00;     1,500
2017-01-08 17:15;     1,400
2017-01-08 17:30;     1,600
2017-01-08 17:45;     5,500
2017-01-08 18:00;     4,600
2017-01-08 18:15;     5,900
2017-01-08 18:30;     5,800
2017-01-08 18:45;     6,000
2017-01-08 19:00;     5,800
2017-01-08 19:15;     5,400
2017-01-08 19:30;     5,700
2017-01-08 19:45;     5,600
2017-01-08 20:00;     5,400
2017-01-08 20:15;     5,900
2017-01-08 20:30;     3,500
2017-01-08 20:45;     2,400
2017-01-08 21:00;     2,900
2017-01-08 21:15;     2,500
2017-01-08 21:30;     2,300
2017-01-08 21:45;     2,500
2017-01-08 22:00;     3,000
2017-01-08 22:15;     2,400
2017-01-08 22:30;     2,400
2017-01-08 22:45;     2,800
2017-01-08 23:00;     2,500
2017-01-08 23:15;     2,900
2017-01-08 23:30;     2,300
2017-01-08 23:45;     2,100
2017-01-09 00:00;     2,100
2017-01-09 00:15;     1,900
2017-01-09 00:30;     1,900
2017-01-09 00:45;     1,400
2017-01-09 01:00;     1,700
2017-01-09 01:15;     1,900
2017-01-09 01:30;     2,000
2017-01-09 01:45;     1,800
2017-01-09 02:00;     1,200
2017-01-09 02:15;     1,000
2017-01-09 02:30;     0,900
2017-01-09 02:45;     1,100
2017-01-09 03:00;     0,900
2017-01-09 03:15;     0,900
2017-01-09 03:30;     0,700
2017-01-09 03:45;     0,800
2017-01-09 04:00;     0,900
2017-01-09 04:15;     1,200
2017-01-09 04:30;     1,100
2017-01-09 04:45;     1,100
2017-01-09 05:00;     1,100
2017-01-09 05:15;     0,800
2017-01-09 05:30;     1,200
2017-01-09 05:45;     0,900
2017-01-09 06:00;     0,900
2017-01-09 06:15;     1,100
2017-01-09 06:30;     1,100
2017-01-09 06:45;     0,900
2017-01-09 07:00;     0,900
2017-01-09 07:15;     1,000
2017-01-09 07:30;     1,500
2017-01-09 07:45;     1,100
2017-01-09 08:00;     1,100
2017-01-09 08:15;     1,100
2017-01-09 08:30;     0,900
2017-01-09 08:45;     0,700
2017-01-09 09:00;     0,800
2017-01-09 09:15;     1,400
2017-01-09 09:30;     1,100
2017-01-09 09:45;     1,200
2017-01-09 10:00;     1,200
2017-01-09 10:15;     1,200
2017-01-09 10:30;     1,300
2017-01-09 10:45;     1,100
2017-01-09 11:00;     1,100
2017-01-09 11:15;     1,000
2017-01-09 11:30;     1,100
2017-01-09 11:45;     1,800
2017-01-09 12:00;     1,900
2017-01-09 12:15;     2,200
2017-01-09 12:30;     1,500
2017-01-09 12:45;     1,900
2017-01-09 13:00;     1,500
2017-01-09 13:15;     1,500
2017-01-09 13:30;     1,900
2017-01-09 13:45;     1,900
2017-01-09 14:00;     1,800
2017-01-09 14:15;     1,700
2017-01-09 14:30;     1,400
2017-01-09 14:45;     1,400
2017-01-09 15:00;     1,600
2017-01-09 15:15;     1,900
2017-01-09 15:30;     1,500
2017-01-09 15:45;     1,400
2017-01-09 16:00;     1,000
2017-01-09 16:15;     1,500
2017-01-09 16:30;     1,200
2017-01-09 16:45;     1,400
2017-01-09 17:00;     1,500
2017-01-09 17:15;     1,100
2017-01-09 17:30;     1,300
2017-01-09 17:45;     1,000
2017-01-09 18:00;     1,100
2017-01-09 18:15;     1,200
2017-01-09 18:30;     1,400
2017-01-09 18:45;     1,400
2017-01-09 19:00;     1,400
2017-01-09 19:15;     1,700
2017-01-09 19:30;     1,200
2017-01-09 19:45;     1,100
2017-01-09 20:00;     1,400
2017-01-09 20:15;     1,500
2017-01-09 20:30;     1,300
2017-01-09 20:45;     1,300
2017-01-09 21:00;     1,500
2017-01-09 21:15;     1,300
2017-01-09 21:30;     1,500
2017-01-09 21:45;     1,100
2017-01-09 22:00;     1,600
2017-01-09 22:15;     1,800
2017-01-09 22:30;     2,100
2017-01-09 22:45;     1,800
2017-01-09 23:00;     2,300
2017-01-09 23:15;     1,900
2017-01-09 23:30;     1,500
2017-01-09 23:45;     1,500
2017-01-10 00:00;     1,400
2017-01-10 00:15;     1,500
2017-01-10 00:30;     1,600
2017-01-10 00:45;     1,400
2017-01-10 01:00;     1,800
2017-01-10 01:15;     1,900
2017-01-10 01:30;     1,800
2017-01-10 01:45;     1,600
2017-01-10 02:00;     2,000
2017-01-10 02:15;     1,400
2017-01-10 02:30;     1,400
2017-01-10 02:45;     1,300
2017-01-10 03:00;     1,900
2017-01-10 03:15;     2,300
2017-01-10 03:30;     1,600
2017-01-10 03:45;     1,300
2017-01-10 04:00;     1,300
2017-01-10 04:15;     1,100
2017-01-10 04:30;     1,400
2017-01-10 04:45;     1,700
2017-01-10 05:00;     1,300
2017-01-10 05:15;     1,600
2017-01-10 05:30;     1,300
2017-01-10 05:45;     0,900
2017-01-10 06:00;     1,000
2017-01-10 06:15;     1,400
2017-01-10 06:30;     1,100
2017-01-10 06:45;     0,600
2017-01-10 07:00;     1,200
2017-01-10 07:15;     1,200
2017-01-10 07:30;     1,200
2017-01-10 07:45;     1,200
2017-01-10 08:00;     1,000
2017-01-10 08:15;     0,900
2017-01-10 08:30;     0,800
2017-01-10 08:45;     0,900
2017-01-10 09:00;     0,700
2017-01-10 09:15;     1,000
2017-01-10 09:30;     1,200
2017-01-10 09:45;     1,100
2017-01-10 10:00;     0,900
2017-01-10 10:15;     0,600
2017-01-10 10:30;     0,500
2017-01-10 10:45;     0,200
2017-01-10 11:00;     0,300
2017-01-10 11:15;     0,400
2017-01-10 11:30;     1,000
2017-01-10 11:45;     0,800
2017-01-10 12:00;     0,800
2017-01-10 12:15;     0,500
2017-01-10 12:30;    -0,000
2017-01-10 12:45;     0,400
2017-01-10 13:00;     1,100
2017-01-10 13:15;     0,500
2017-01-10 13:30;     0,700
2017-01-10 13:45;     0,600
2017-01-10 14:00;     0,300
2017-01-10 14:15;     0,400
2017-01-10 14:30;     0,100
2017-01-10 14:45;     0,200
2017-01-10 15:00;     0,300
2017-01-10 15:15;     0,100
2017-01-10 15:30;    -0,000
2017-01-10 15:45;     0,200
2017-01-10 16:00;     0,000
2017-01-10 16:15;    -0,000
2017-01-10 16:30;     0,300
2017-01-10 16:45;     0,800
2017-01-10 17:00;     0,200
2017-01-10 17:15;     0,100
2017-01-10 17:30;     0,300
2017-01-10 17:45;     0,100
2017-01-10 18:00;     0,100
2017-01-10 18:15;    -0,000
2017-01-10 18:30;     0,400
2017-01-10 18:45;     0,200
2017-01-10 19:00;    -0,000
2017-01-10 19:15;    -0,200
2017-01-10 19:30;    -0,100
2017-01-10 19:45;     0,000
2017-01-10 20:00;    -0,000
2017-01-10 20:15;    -0,100
2017-01-10 20:30;    -0,200
2017-01-10 20:45;    -0,300
2017-01-10 21:00;    -0,300
2017-01-10 21:15;    -0,300
2017-01-10 21:30;    -0,300
2017-01-10 21:45;    -0,400
2017-01-10 22:00;    -0,400
2017-01-10 22:15;    -0,400
2017-01-10 22:30;    -0,400
2017-01-10 22:45;    -0,500
2017-01-10 23:00;    -0,400
2017-01-10 23:15;    -0,400
2017-01-10 23:30;    -0,500
2017-01-10 23:45;    -0,200
2017-01-11 00:00;     0,000
2017-01-11 00:15;     0,200
2017-01-11 00:30;     0,300
2017-01-11 00:45;     0,200
2017-01-11 01:00;     0,300
2017-01-11 01:15;     0,400
2017-01-11 01:30;     0,400
2017-01-11 01:45;     0,300
2017-01-11 02:00;     0,200
2017-01-11 02:15;     0,400
2017-01-11 02:30;     0,300
2017-01-11 02:45;     0,200
2017-01-11 03:00;     0,100
2017-01-11 03:15;     0,200
2017-01-11 03:30;     0,300
2017-01-11 03:45;     0,400
2017-01-11 04:00;     0,400
2017-01-11 04:15;     0,200
2017-01-11 04:30;     0,100
2017-01-11 04:45;     0,000
2017-01-11 05:00;     0,100
2017-01-11 05:15;     0,000
2017-01-11 05:30;     0,100
2017-01-11 05:45;     0,100
2017-01-11 06:00;     0,100
2017-01-11 06:15;     0,000
2017-01-11 06:30;     0,100
2017-01-11 06:45;     0,100
2017-01-11 07:00;     0,100
2017-01-11 07:15;     0,200
2017-01-11 07:30;     0,100
2017-01-11 07:45;     0,200
2017-01-11 08:00;     0,300
2017-01-11 08:15;     0,100
2017-01-11 08:30;     0,000
2017-01-11 08:45;     0,100
2017-01-11 09:00;     0,000
2017-01-11 09:15;    -0,100
2017-01-11 09:30;    -0,000
2017-01-11 09:45;     0,200
2017-01-11 10:00;     0,100
2017-01-11 10:15;     0,300
2017-01-11 10:30;     0,300
2017-01-11 10:45;     0,300
2017-01-11 11:00;     0,500
2017-01-11 11:15;     0,600
2017-01-11 11:30;     0,300
2017-01-11 11:45;     0,600
2017-01-11 12:00;     0,800
2017-01-11 12:15;     0,600
2017-01-11 12:30;     0,700
2017-01-11 12:45;     0,800
2017-01-11 13:00;     1,100
2017-01-11 13:15;     0,600
2017-01-11 13:30;     0,300
2017-01-11 13:45;     0,400
2017-01-11 14:00;     0,400
2017-01-11 14:15;     0,600
2017-01-11 14:30;     1,000
2017-01-11 14:45;     2,200
2017-01-11 15:00;     1,400
2017-01-11 15:15;     1,100
2017-01-11 15:30;     1,500
2017-01-11 15:45;     1,500
2017-01-11 16:00;     1,000
2017-01-11 16:15;     1,800
2017-01-11 16:30;     2,000
2017-01-11 16:45;     1,900
2017-01-11 17:00;     1,900
2017-01-11 17:15;     1,800
2017-01-11 17:30;     1,800
2017-01-11 17:45;     1,900
2017-01-11 18:00;     1,600
2017-01-11 18:15;     1,500
2017-01-11 18:30;     1,600
2017-01-11 18:45;     1,500
2017-01-11 19:00;     1,300
2017-01-11 19:15;     1,100
2017-01-11 19:30;     1,300
2017-01-11 19:45;     0,900
2017-01-11 20:00;     0,200
2017-01-11 20:15;     0,000
2017-01-11 20:30;     0,200
2017-01-11 20:45;    -0,200
2017-01-11 21:00;    -0,100
2017-01-11 21:15;    -0,700
2017-01-11 21:30;    -1,000
2017-01-11 21:45;    -1,000
2017-01-11 22:00;     0,600
2017-01-11 22:15;    -0,500
2017-01-11 22:30;    -0,200
2017-01-11 22:45;    -0,800
2017-01-11 23:00;    -1,000
2017-01-11 23:15;    -1,600
2017-01-11 23:30;    -1,700
2017-01-11 23:45;    -1,600
2017-01-12 00:00;    -1,700
2017-01-12 00:15;    -1,800
2017-01-12 00:30;    -1,700
2017-01-12 00:45;    -1,700
2017-01-12 01:00;    -1,800
2017-01-12 01:15;    -2,000
2017-01-12 01:30;    -2,000
2017-01-12 01:45;    -2,100
2017-01-12 02:00;    -2,100
2017-01-12 02:15;    -2,200
2017-01-12 02:30;    -2,200
2017-01-12 02:45;    -2,200
2017-01-12 03:00;    -2,200
2017-01-12 03:15;    -2,100
2017-01-12 03:30;    -2,100
2017-01-12 03:45;    -2,300
2017-01-12 04:00;    -2,300
2017-01-12 04:15;    -2,200
2017-01-12 04:30;    -2,200
2017-01-12 04:45;    -2,100
2017-01-12 05:00;    -2,100
2017-01-12 05:15;    -2,100
2017-01-12 05:30;    -2,100
2017-01-12 05:45;    -2,100
2017-01-12 06:00;    -2,200
2017-01-12 06:15;    -2,200
2017-01-12 06:30;    -2,100
2017-01-12 06:45;    -2,200
2017-01-12 07:00;    -2,300
2017-01-12 07:15;    -2,200
2017-01-12 07:30;    -2,200
2017-01-12 07:45;    -2,200
2017-01-12 08:00;    -2,600
2017-01-12 08:15;    -2,500
2017-01-12 08:30;    -2,400
2017-01-12 08:45;    -2,400
2017-01-12 09:00;    -2,000
2017-01-12 09:15;    -2,200
2017-01-12 09:30;    -2,000
2017-01-12 09:45;    -1,700
2017-01-12 10:00;    -1,800
2017-01-12 10:15;    -1,400
2017-01-12 10:30;    -1,300
2017-01-12 10:45;    -1,200
2017-01-12 11:00;    -1,500
2017-01-12 11:15;    -1,200
2017-01-12 11:30;    -1,200
2017-01-12 11:45;    -1,100
2017-01-12 12:00;    -1,300
2017-01-12 12:15;    -0,900
2017-01-12 12:30;    -0,800
2017-01-12 12:45;    -0,900
2017-01-12 13:00;    -1,500
2017-01-12 13:15;    -1,100
2017-01-12 13:30;    -0,900
2017-01-12 13:45;    -0,700
2017-01-12 14:00;    -0,700
2017-01-12 14:15;    -0,900
2017-01-12 14:30;    -1,000
2017-01-12 14:45;    -1,400
2017-01-12 15:00;    -1,100
2017-01-12 15:15;    -1,000
2017-01-12 15:30;    -1,100
2017-01-12 15:45;    -1,000
2017-01-12 16:00;    -1,000
2017-01-12 16:15;    -1,000
2017-01-12 16:30;    -1,100
2017-01-12 16:45;    -1,200
2017-01-12 17:00;    -1,200
2017-01-12 17:15;    -1,200
2017-01-12 17:30;    -1,100
2017-01-12 17:45;    -1,300
2017-01-12 18:00;    -1,300
2017-01-12 18:15;    -1,200
2017-01-12 18:30;    -1,300
2017-01-12 18:45;    -1,500
2017-01-12 19:00;    -1,500
2017-01-12 19:15;    -1,500
2017-01-12 19:30;    -1,500
2017-01-12 19:45;    -1,700
2017-01-12 20:00;    -1,700
2017-01-12 20:15;    -1,700
2017-01-12 20:30;    -1,500
2017-01-12 20:45;    -1,200
2017-01-12 21:00;    -1,600
2017-01-12 21:15;    -1,600
2017-01-12 21:30;    -1,700
2017-01-12 21:45;    -1,300
2017-01-12 22:00;    -0,400
2017-01-12 22:15;    -0,500
2017-01-12 22:30;    -0,400
2017-01-12 22:45;    -0,600
2017-01-12 23:00;    -0,500
2017-01-12 23:15;    -0,500
2017-01-12 23:30;    -0,500
2017-01-12 23:45;    -0,400
2017-01-13 00:00;    -0,500
2017-01-13 00:15;    -1,400
2017-01-13 00:30;    -1,900
2017-01-13 00:45;    -1,800
2017-01-13 01:00;    -1,800
2017-01-13 01:15;    -2,100
2017-01-13 01:30;    -2,300
2017-01-13 01:45;    -2,100
2017-01-13 02:00;    -2,700
2017-01-13 02:15;    -2,400
2017-01-13 02:30;    -3,600
2017-01-13 02:45;    -4,000
2017-01-13 03:00;    -3,400
2017-01-13 03:15;    -2,900
2017-01-13 03:30;    -2,900
2017-01-13 03:45;    -3,200
2017-01-13 04:00;    -3,300
2017-01-13 04:15;    -3,800
2017-01-13 04:30;    -4,500
2017-01-13 04:45;    -5,000
2017-01-13 05:00;    -4,700
2017-01-13 05:15;    -4,600
2017-01-13 05:30;    -4,200
2017-01-13 05:45;    -5,200
2017-01-13 06:00;    -5,200
2017-01-13 06:15;    -5,700
2017-01-13 06:30;    -6,900
2017-01-13 06:45;    -7,000
2017-01-13 07:00;    -7,900
2017-01-13 07:15;    -7,400
2017-01-13 07:30;    -7,500
2017-01-13 07:45;    -9,500
2017-01-13 08:00;   -10,100
2017-01-13 08:15;    -9,800
2017-01-13 08:30;    -9,200
2017-01-13 08:45;   -10,000
2017-01-13 09:00;    -9,400
2017-01-13 09:15;   -10,700
2017-01-13 09:30;   -12,900
2017-01-13 09:45;   -11,400
2017-01-13 10:00;    -8,500
2017-01-13 10:15;   -11,400
2017-01-13 10:30;    -7,400
2017-01-13 10:45;    -7,400
2017-01-13 11:00;   -10,000
2017-01-13 11:15;    -8,300
2017-01-13 11:45;    -6,800
2017-01-13 12:00;    -7,700
2017-01-13 12:15;    -8,400
2017-01-13 12:30;    -6,800
2017-01-13 12:45;    -5,800
2017-01-13 13:00;    -5,900
2017-01-13 13:15;    -6,800
2017-01-13 13:30;    -7,200
2017-01-13 13:45;    -6,000
2017-01-13 14:00;    -6,700
2017-01-13 14:15;    -6,400
2017-01-13 14:30;    -5,700
2017-01-13 14:45;    -6,300
2017-01-13 15:00;    -6,800
2017-01-13 15:15;    -5,500
2017-01-13 15:30;    -6,300
2017-01-13 15:45;    -5,800
2017-01-13 16:00;    -5,100
2017-01-13 16:15;    -5,600
2017-01-13 16:30;    -6,100
2017-01-13 16:45;    -6,300
2017-01-13 17:00;    -5,500
2017-01-13 17:15;    -5,600
2017-01-13 17:30;    -6,000
2017-01-13 17:45;    -5,600
2017-01-13 18:00;    -6,100
2017-01-13 18:15;    -5,900
2017-01-13 18:30;    -6,100
2017-01-13 18:45;    -5,500
2017-01-13 19:00;    -5,900
2017-01-13 19:15;    -7,200
2017-01-13 19:30;    -6,400
2017-01-13 19:45;    -6,600
2017-01-13 20:00;    -6,400
2017-01-13 20:15;    -6,400
2017-01-13 20:30;    -6,200
2017-01-13 20:45;    -5,800
2017-01-13 21:00;    -5,600
2017-01-13 21:15;    -5,600
2017-01-13 21:30;    -6,100
2017-01-13 21:45;    -5,900
2017-01-13 22:00;    -5,400
2017-01-13 22:15;    -6,300
2017-01-13 22:30;    -5,400
2017-01-13 22:45;    -5,900
2017-01-13 23:00;    -5,800
2017-01-13 23:15;    -0,900
2017-01-13 23:30;    -0,900
2017-01-13 23:45;    -1,000
2017-01-14 00:00;    -0,700
2017-01-14 00:15;    -1,200
2017-01-14 00:30;    -1,300
2017-01-14 00:45;    -4,300
2017-01-14 01:00;    -5,500
2017-01-14 01:15;    -5,600
2017-01-14 01:30;    -5,900
2017-01-14 01:45;    -6,200
2017-01-14 02:00;    -6,200
2017-01-14 02:15;    -7,600
2017-01-14 02:30;    -7,600
2017-01-14 02:45;    -7,200
2017-01-14 03:00;    -7,700
2017-01-14 03:15;    -7,900
2017-01-14 03:30;    -6,600
2017-01-14 03:45;    -5,800
2017-01-14 04:00;    -6,100
2017-01-14 04:15;    -5,500
2017-01-14 04:30;    -2,300
2017-01-14 04:45;    -4,600
2017-01-14 05:00;    -2,100
2017-01-14 05:15;    -1,700
2017-01-14 05:30;    -2,100
2017-01-14 05:45;    -2,400
2017-01-14 06:00;    -2,100
2017-01-14 06:15;    -2,400
2017-01-14 06:30;    -2,400
2017-01-14 06:45;    -2,300
2017-01-14 07:00;    -2,300
2017-01-14 07:15;    -2,600
2017-01-14 07:30;    -2,700
2017-01-14 07:45;    -2,500
2017-01-14 08:00;    -2,700
2017-01-14 08:15;    -3,300
2017-01-14 08:30;    -3,100
2017-01-14 08:45;    -2,500
2017-01-14 09:00;    -2,600
2017-01-14 09:15;    -2,800
2017-01-14 09:30;    -3,300
2017-01-14 09:45;    -4,200
2017-01-14 10:00;    -3,900
2017-01-14 10:15;    -3,700
2017-01-14 10:30;    -4,000
2017-01-14 10:45;    -4,200
2017-01-14 11:00;    -4,300
2017-01-14 11:15;    -3,600
2017-01-14 11:30;    -3,200
2017-01-14 11:45;    -3,400
2017-01-14 12:00;    -3,200
2017-01-14 12:15;    -4,200
2017-01-14 12:30;    -3,200
2017-01-14 12:45;    -2,700
2017-01-14 13:00;    -3,300
2017-01-14 13:15;    -3,500
2017-01-14 13:30;    -3,600
2017-01-14 13:45;    -3,500
2017-01-14 14:00;    -3,300
2017-01-14 14:15;    -3,300
2017-01-14 14:30;    -3,500
2017-01-14 14:45;    -4,600
2017-01-14 15:00;    -5,900
2017-01-14 15:15;    -4,600
2017-01-14 15:30;    -3,700
2017-01-14 15:45;    -4,300
2017-01-14 16:00;    -4,300
2017-01-14 16:15;    -4,500
2017-01-14 16:30;    -4,300
2017-01-14 16:45;    -5,600
2017-01-14 17:00;    -7,800
2017-01-14 17:15;    -8,800
2017-01-14 17:30;    -8,700
2017-01-14 17:45;    -8,300
2017-01-14 18:00;    -7,900
2017-01-14 18:15;    -8,300
2017-01-14 18:30;    -8,200
2017-01-14 18:45;    -8,700
2017-01-14 19:00;    -8,300
2017-01-14 19:15;    -8,000
2017-01-14 19:30;    -8,400
2017-01-14 19:45;    -7,900
2017-01-14 20:00;    -9,400
