Tid;Vannstand(m);Vannføring(m³/s);25-persentil(m³/s);median(m³/s);75-persentil(m³/s)
2017-01-18 01:00;     1,243;     2,217; -9999,000; -9999,000; -9999,000
2017-01-18 02:00;     1,232;     2,086; -9999,000; -9999,000; -9999,000
2017-01-18 03:00;     1,233;     2,097; -9999,000; -9999,000; -9999,000
2017-01-18 04:00;     1,233;     2,097; -9999,000; -9999,000; -9999,000
2017-01-18 05:00;     1,237;     2,145; -9999,000; -9999,000; -9999,000
2017-01-18 06:00;     1,237;     2,145; -9999,000; -9999,000; -9999,000
2017-01-18 07:00;     1,231;     2,074; -9999,000; -9999,000; -9999,000
2017-01-18 08:00;     1,230;     2,062; -9999,000; -9999,000; -9999,000
2017-01-18 09:00;     1,230;     2,062; -9999,000; -9999,000; -9999,000
2017-01-18 10:00;     1,233;     2,097; -9999,000; -9999,000; -9999,000
2017-01-18 11:00;     1,232;     2,086; -9999,000; -9999,000; -9999,000
2017-01-18 12:00;     1,235;     2,121; -9999,000; -9999,000; -9999,000
2017-01-18 13:00;     1,232;     2,086; -9999,000; -9999,000; -9999,000
2017-01-18 14:00;     1,234;     2,109; -9999,000; -9999,000; -9999,000
2017-01-18 15:00;     1,235;     2,121; -9999,000; -9999,000; -9999,000
2017-01-18 16:00;     1,237;     2,145; -9999,000; -9999,000; -9999,000
2017-01-18 17:00;     1,244;     2,230; -9999,000; -9999,000; -9999,000
2017-01-18 18:00;     1,251;     2,317; -9999,000; -9999,000; -9999,000
2017-01-18 19:00;     1,259;     2,419; -9999,000; -9999,000; -9999,000
2017-01-18 20:00;     1,268;     2,537; -9999,000; -9999,000; -9999,000
2017-01-18 21:00;     1,272;     2,591; -9999,000; -9999,000; -9999,000
2017-01-18 22:00;     1,280;     2,701; -9999,000; -9999,000; -9999,000
2017-01-18 23:00;     1,293;     2,887; -9999,000; -9999,000; -9999,000
2017-01-19 00:00;     1,303;     3,036;     0,789;     1,560;     3,148
2017-01-19 01:00;     1,306;     3,082; -9999,000; -9999,000; -9999,000
2017-01-19 02:00;     1,315;     3,221; -9999,000; -9999,000; -9999,000
2017-01-19 03:00;     1,325;     3,381; -9999,000; -9999,000; -9999,000
2017-01-19 04:00;     1,332;     3,497; -9999,000; -9999,000; -9999,000
2017-01-19 05:00;     1,342;     3,666; -9999,000; -9999,000; -9999,000
2017-01-19 06:00;     1,349;     3,788; -9999,000; -9999,000; -9999,000
2017-01-19 07:00;     1,360;     3,985; -9999,000; -9999,000; -9999,000
2017-01-19 08:00;     1,367;     4,114; -9999,000; -9999,000; -9999,000
2017-01-19 09:00;     1,376;     4,283; -9999,000; -9999,000; -9999,000
2017-01-19 10:00;     1,388;     4,517; -9999,000; -9999,000; -9999,000
2017-01-19 11:00;     1,398;     4,718; -9999,000; -9999,000; -9999,000
2017-01-19 12:00;     1,417;     5,118; -9999,000; -9999,000; -9999,000
2017-01-19 13:00;     1,429;     5,381; -9999,000; -9999,000; -9999,000
2017-01-19 14:00;     1,451;     5,888; -9999,000; -9999,000; -9999,000
2017-01-19 15:00;     1,471;     6,377; -9999,000; -9999,000; -9999,000
2017-01-19 16:00;     1,494;     6,971; -9999,000; -9999,000; -9999,000
2017-01-19 17:00;     1,521;     7,717; -9999,000; -9999,000; -9999,000
2017-01-19 18:00;     1,546;     8,454; -9999,000; -9999,000; -9999,000
2017-01-19 19:00;     1,571;     9,373; -9999,000; -9999,000; -9999,000
2017-01-19 20:00;     1,594;    10,438; -9999,000; -9999,000; -9999,000
2017-01-19 21:00;     1,620;    11,719; -9999,000; -9999,000; -9999,000
2017-01-19 22:00;     1,641;    12,816; -9999,000; -9999,000; -9999,000
2017-01-19 23:00;     1,663;    14,025; -9999,000; -9999,000; -9999,000
2017-01-20 00:00;     1,679;    14,943;     0,802;     1,541;     3,033
2017-01-20 01:00;     1,699;    16,136; -9999,000; -9999,000; -9999,000
2017-01-20 02:00;     1,718;    17,319; -9999,000; -9999,000; -9999,000
2017-01-20 03:00;     1,736;    18,482; -9999,000; -9999,000; -9999,000
2017-01-20 04:00;     1,751;    19,485; -9999,000; -9999,000; -9999,000
2017-01-20 05:00;     1,771;    20,868; -9999,000; -9999,000; -9999,000
2017-01-20 06:00;     1,788;    22,085; -9999,000; -9999,000; -9999,000
2017-01-20 07:00;     1,806;    23,418; -9999,000; -9999,000; -9999,000
2017-01-20 08:00;     1,827;    25,028; -9999,000; -9999,000; -9999,000
2017-01-20 09:00;     1,848;    26,698; -9999,000; -9999,000; -9999,000
2017-01-20 10:00;     1,873;    28,767; -9999,000; -9999,000; -9999,000
2017-01-20 11:00;     1,893;    30,484; -9999,000; -9999,000; -9999,000
2017-01-20 12:00;     1,910;    31,989; -9999,000; -9999,000; -9999,000
2017-01-20 13:00;     1,925;    33,350; -9999,000; -9999,000; -9999,000
2017-01-20 14:00;     1,932;    33,997; -9999,000; -9999,000; -9999,000
2017-01-20 15:00;     1,939;    34,650; -9999,000; -9999,000; -9999,000
2017-01-20 16:00;     1,941;    34,838; -9999,000; -9999,000; -9999,000
2017-01-20 17:00;     1,943;    35,027; -9999,000; -9999,000; -9999,000
2017-01-20 18:00;     1,941;    34,838; -9999,000; -9999,000; -9999,000
2017-01-20 19:00;     1,937;    34,463; -9999,000; -9999,000; -9999,000
2017-01-20 20:00;     1,931;    33,904; -9999,000; -9999,000; -9999,000
2017-01-20 21:00;     1,921;    32,984; -9999,000; -9999,000; -9999,000
2017-01-20 22:00;     1,914;    32,349; -9999,000; -9999,000; -9999,000
2017-01-20 23:00;     1,904;    31,453; -9999,000; -9999,000; -9999,000
2017-01-21 00:00;     1,896;    30,747;     0,812;     1,453;     2,801
2017-01-21 01:00;     1,886;    29,877; -9999,000; -9999,000; -9999,000
2017-01-21 02:00;     1,876;    29,021; -9999,000; -9999,000; -9999,000
2017-01-21 03:00;     1,865;    28,095; -9999,000; -9999,000; -9999,000
2017-01-21 04:00;     1,855;    27,269; -9999,000; -9999,000; -9999,000
2017-01-21 05:00;     1,848;    26,698; -9999,000; -9999,000; -9999,000
2017-01-21 06:00;     1,837;    25,816; -9999,000; -9999,000; -9999,000
2017-01-21 07:00;     1,830;    25,263; -9999,000; -9999,000; -9999,000
2017-01-21 08:00;     1,819;    24,407; -9999,000; -9999,000; -9999,000
2017-01-21 09:00;     1,811;    23,795; -9999,000; -9999,000; -9999,000
2017-01-21 10:00;     1,800;    22,969; -9999,000; -9999,000; -9999,000
2017-01-21 11:00;     1,793;    22,451; -9999,000; -9999,000; -9999,000
2017-01-21 12:00;     1,784;    21,795; -9999,000; -9999,000; -9999,000
2017-01-21 13:00;     1,774;    21,080; -9999,000; -9999,000; -9999,000
2017-01-21 14:00;     1,764;    20,377; -9999,000; -9999,000; -9999,000
2017-01-21 15:00;     1,755;    19,757; -9999,000; -9999,000; -9999,000
2017-01-21 16:00;     1,745;    19,080; -9999,000; -9999,000; -9999,000
2017-01-21 17:00;     1,737;    18,548; -9999,000; -9999,000; -9999,000
2017-01-21 18:00;     1,728;    17,960; -9999,000; -9999,000; -9999,000
2017-01-21 19:00;     1,719;    17,382; -9999,000; -9999,000; -9999,000
2017-01-21 20:00;     1,711;    16,878; -9999,000; -9999,000; -9999,000
2017-01-21 21:00;     1,703;    16,381; -9999,000; -9999,000; -9999,000
2017-01-21 22:00;     1,693;    15,773; -9999,000; -9999,000; -9999,000
2017-01-21 23:00;     1,686;    15,355; -9999,000; -9999,000; -9999,000
2017-01-22 00:00;     1,678;    14,884;     0,814;     1,381;     2,581
2017-01-22 01:00;     1,670;    14,422; -9999,000; -9999,000; -9999,000
2017-01-22 02:00;     1,662;    13,969; -9999,000; -9999,000; -9999,000
2017-01-22 03:00;     1,657;    13,689; -9999,000; -9999,000; -9999,000
2017-01-22 04:00;     1,647;    13,140; -9999,000; -9999,000; -9999,000
2017-01-22 05:00;     1,641;    12,816; -9999,000; -9999,000; -9999,000
2017-01-22 06:00;     1,635;    12,497; -9999,000; -9999,000; -9999,000
2017-01-22 07:00;     1,628;    12,131; -9999,000; -9999,000; -9999,000
2017-01-22 08:00;     1,622;    11,821; -9999,000; -9999,000; -9999,000
2017-01-22 09:00;     1,616;    11,517; -9999,000; -9999,000; -9999,000
2017-01-22 10:00;     1,609;    11,167; -9999,000; -9999,000; -9999,000
2017-01-22 11:00;     1,604;    10,921; -9999,000; -9999,000; -9999,000
2017-01-22 12:00;     1,598;    10,629; -9999,000; -9999,000; -9999,000
2017-01-22 13:00;     1,593;    10,390; -9999,000; -9999,000; -9999,000
2017-01-22 14:00;     1,588;    10,154; -9999,000; -9999,000; -9999,000
2017-01-22 15:00;     1,581;     9,828; -9999,000; -9999,000; -9999,000
2017-01-22 16:00;     1,577;     9,644; -9999,000; -9999,000; -9999,000
2017-01-22 17:00;     1,573;     9,463; -9999,000; -9999,000; -9999,000
2017-01-22 18:00;     1,567;     9,194; -9999,000; -9999,000; -9999,000
2017-01-22 19:00;     1,561;     8,930; -9999,000; -9999,000; -9999,000
2017-01-22 20:00;     1,558;     8,824; -9999,000; -9999,000; -9999,000
2017-01-22 21:00;     1,553;     8,668; -9999,000; -9999,000; -9999,000
2017-01-22 22:00;     1,547;     8,484; -9999,000; -9999,000; -9999,000
2017-01-22 23:00;     1,544;     8,393; -9999,000; -9999,000; -9999,000
2017-01-23 00:00;     1,540;     8,273;     0,810;     1,305;     2,403
2017-01-23 01:00;     1,535;     8,124; -9999,000; -9999,000; -9999,000
2017-01-23 02:00;     1,531;     8,006; -9999,000; -9999,000; -9999,000
2017-01-23 03:00;     1,526;     7,860; -9999,000; -9999,000; -9999,000
2017-01-23 04:00;     1,524;     7,803; -9999,000; -9999,000; -9999,000
2017-01-23 05:00;     1,519;     7,660; -9999,000; -9999,000; -9999,000
2017-01-23 06:00;     1,518;     7,631; -9999,000; -9999,000; -9999,000
2017-01-23 07:00;     1,515;     7,547; -9999,000; -9999,000; -9999,000
2017-01-23 08:00;     1,511;     7,435; -9999,000; -9999,000; -9999,000
2017-01-23 09:00;     1,507;     7,324; -9999,000; -9999,000; -9999,000
2017-01-23 10:00;     1,506;     7,296; -9999,000; -9999,000; -9999,000
2017-01-23 11:00;     1,500;     7,133; -9999,000; -9999,000; -9999,000
2017-01-23 12:00;     1,499;     7,106; -9999,000; -9999,000; -9999,000
2017-01-23 13:00;     1,495;     6,998; -9999,000; -9999,000; -9999,000
2017-01-23 14:00;     1,492;     6,918; -9999,000; -9999,000; -9999,000
2017-01-23 15:00;     1,490;     6,865; -9999,000; -9999,000; -9999,000
2017-01-23 16:00;     1,488;     6,813; -9999,000; -9999,000; -9999,000
2017-01-23 17:00;     1,484;     6,708; -9999,000; -9999,000; -9999,000
2017-01-23 18:00;     1,481;     6,631; -9999,000; -9999,000; -9999,000
2017-01-23 19:00;     1,478;     6,554; -9999,000; -9999,000; -9999,000
2017-01-23 20:00;     1,476;     6,503; -9999,000; -9999,000; -9999,000
2017-01-23 21:00;     1,472;     6,402; -9999,000; -9999,000; -9999,000
2017-01-23 22:00;     1,470;     6,351; -9999,000; -9999,000; -9999,000
2017-01-23 23:00;     1,468;     6,302; -9999,000; -9999,000; -9999,000
2017-01-24 00:00;     1,464;     6,203;     0,792;     1,258;     2,154
2017-01-24 01:00;     1,461;     6,129; -9999,000; -9999,000; -9999,000
2017-01-24 02:00;     1,459;     6,080; -9999,000; -9999,000; -9999,000
2017-01-24 03:00;     1,457;     6,032; -9999,000; -9999,000; -9999,000
2017-01-24 04:00;     1,454;     5,960; -9999,000; -9999,000; -9999,000
2017-01-24 05:00;     1,452;     5,912; -9999,000; -9999,000; -9999,000
2017-01-24 06:00;     1,451;     5,888; -9999,000; -9999,000; -9999,000
2017-01-24 07:00;     1,448;     5,817; -9999,000; -9999,000; -9999,000
2017-01-24 08:00;     1,445;     5,747; -9999,000; -9999,000; -9999,000
2017-01-24 09:00;     1,443;     5,700; -9999,000; -9999,000; -9999,000
2017-01-24 10:00;     1,439;     5,608; -9999,000; -9999,000; -9999,000
2017-01-24 11:00;     1,438;     5,585; -9999,000; -9999,000; -9999,000
2017-01-24 12:00;     1,436;     5,539; -9999,000; -9999,000; -9999,000
2017-01-24 13:00;     1,432;     5,448; -9999,000; -9999,000; -9999,000
2017-01-24 14:00;     1,431;     5,426; -9999,000; -9999,000; -9999,000
2017-01-24 15:00;     1,427;     5,337; -9999,000; -9999,000; -9999,000
2017-01-24 16:00;     1,427;     5,337; -9999,000; -9999,000; -9999,000
2017-01-24 17:00;     1,423;     5,248; -9999,000; -9999,000; -9999,000
2017-01-24 18:00;     1,424;     5,270; -9999,000; -9999,000; -9999,000
2017-01-24 19:00;     1,423;     5,248; -9999,000; -9999,000; -9999,000
2017-01-24 20:00;     1,419;     5,161; -9999,000; -9999,000; -9999,000
2017-01-24 21:00;     1,418;     5,139; -9999,000; -9999,000; -9999,000
2017-01-24 22:00;     1,416;     5,096; -9999,000; -9999,000; -9999,000
2017-01-24 23:00;     1,416;     5,096; -9999,000; -9999,000; -9999,000
2017-01-25 00:00;     1,415;     5,074;     0,769;     1,216;     1,927
2017-01-25 01:00;     1,411;     4,989; -9999,000; -9999,000; -9999,000
2017-01-25 02:00;     1,409;     4,947; -9999,000; -9999,000; -9999,000
2017-01-25 03:00;     1,408;     4,926; -9999,000; -9999,000; -9999,000
2017-01-25 04:00;     1,405;     4,863; -9999,000; -9999,000; -9999,000
2017-01-25 05:00;     1,404;     4,842; -9999,000; -9999,000; -9999,000
2017-01-25 06:00;     1,401;     4,780; -9999,000; -9999,000; -9999,000
2017-01-25 07:00;     1,400;     4,759; -9999,000; -9999,000; -9999,000
2017-01-25 08:00;     1,397;     4,698; -9999,000; -9999,000; -9999,000
2017-01-25 09:00;     1,397;     4,698; -9999,000; -9999,000; -9999,000
2017-01-25 10:00;     1,396;     4,678; -9999,000; -9999,000; -9999,000
2017-01-25 11:00;     1,391;     4,577; -9999,000; -9999,000; -9999,000
2017-01-25 12:00;     1,390;     4,557; -9999,000; -9999,000; -9999,000
2017-01-25 13:00;     1,391;     4,577; -9999,000; -9999,000; -9999,000
2017-01-25 14:00;     1,388;     4,517; -9999,000; -9999,000; -9999,000
2017-01-25 15:00;     1,384;     4,438; -9999,000; -9999,000; -9999,000
2017-01-25 16:00;     1,385;     4,458; -9999,000; -9999,000; -9999,000
2017-01-25 17:00;     1,386;     4,478; -9999,000; -9999,000; -9999,000
2017-01-25 18:00;     1,388;     4,517; -9999,000; -9999,000; -9999,000
2017-01-25 19:00;     1,384;     4,438; -9999,000; -9999,000; -9999,000
2017-01-25 20:00;     1,386;     4,478; -9999,000; -9999,000; -9999,000
2017-01-25 21:00;     1,388;     4,517; -9999,000; -9999,000; -9999,000
2017-01-25 22:00;     1,388;     4,517; -9999,000; -9999,000; -9999,000
2017-01-25 23:00;     1,394;     4,637; -9999,000; -9999,000; -9999,000
2017-01-26 00:00;     1,396;     4,678;     0,724;     1,167;     1,745
2017-01-26 01:00;     1,404;     4,842; -9999,000; -9999,000; -9999,000
2017-01-26 02:00;     1,402;     4,801; -9999,000; -9999,000; -9999,000
2017-01-26 03:00;     1,405;     4,863; -9999,000; -9999,000; -9999,000
2017-01-26 04:00;     1,414;     5,053; -9999,000; -9999,000; -9999,000
2017-01-26 05:00;     1,420;     5,183; -9999,000; -9999,000; -9999,000
2017-01-26 06:00;     1,423;     5,248; -9999,000; -9999,000; -9999,000
2017-01-26 07:00;     1,432;     5,448; -9999,000; -9999,000; -9999,000
2017-01-26 08:00;     1,436;     5,539; -9999,000; -9999,000; -9999,000
2017-01-26 09:00;     1,440;     5,631; -9999,000; -9999,000; -9999,000
2017-01-26 10:00;     1,444;     5,723; -9999,000; -9999,000; -9999,000
2017-01-26 11:00;     1,446;     5,770; -9999,000; -9999,000; -9999,000
2017-01-26 12:00;     1,450;     5,864; -9999,000; -9999,000; -9999,000
2017-01-26 13:00;     1,452;     5,912; -9999,000; -9999,000; -9999,000
2017-01-26 14:00;     1,453;     5,936; -9999,000; -9999,000; -9999,000
2017-01-26 15:00;     1,456;     6,008; -9999,000; -9999,000; -9999,000
2017-01-26 16:00;     1,457;     6,032; -9999,000; -9999,000; -9999,000
2017-01-26 17:00;     1,458;     6,056; -9999,000; -9999,000; -9999,000
2017-01-26 18:00;     1,459;     6,080; -9999,000; -9999,000; -9999,000
2017-01-26 19:00;     1,460;     6,105; -9999,000; -9999,000; -9999,000
2017-01-26 20:00;     1,460;     6,105; -9999,000; -9999,000; -9999,000
2017-01-26 21:00;     1,461;     6,129; -9999,000; -9999,000; -9999,000
2017-01-26 22:00;     1,460;     6,105; -9999,000; -9999,000; -9999,000
2017-01-26 23:00;     1,460;     6,105; -9999,000; -9999,000; -9999,000
2017-01-27 00:00;     1,457;     6,032;     0,688;     1,102;     1,637
2017-01-27 01:00;     1,458;     6,056; -9999,000; -9999,000; -9999,000
2017-01-27 02:00;     1,458;     6,056; -9999,000; -9999,000; -9999,000
2017-01-27 03:00;     1,453;     5,936; -9999,000; -9999,000; -9999,000
2017-01-27 04:00;     1,455;     5,984; -9999,000; -9999,000; -9999,000
2017-01-27 05:00;     1,452;     5,912; -9999,000; -9999,000; -9999,000
2017-01-27 06:00;     1,452;     5,912; -9999,000; -9999,000; -9999,000
2017-01-27 07:00;     1,448;     5,817; -9999,000; -9999,000; -9999,000
2017-01-27 08:00;     1,453;     5,936; -9999,000; -9999,000; -9999,000
2017-01-27 09:00;     1,447;     5,794; -9999,000; -9999,000; -9999,000
2017-01-27 10:00;     1,447;     5,794; -9999,000; -9999,000; -9999,000
2017-01-27 11:00;     1,444;     5,723; -9999,000; -9999,000; -9999,000
2017-01-27 12:00;     1,444;     5,723; -9999,000; -9999,000; -9999,000
2017-01-27 13:00;     1,444;     5,723; -9999,000; -9999,000; -9999,000
2017-01-27 14:00;     1,441;     5,654; -9999,000; -9999,000; -9999,000
2017-01-27 15:00;     1,443;     5,700; -9999,000; -9999,000; -9999,000
2017-01-27 16:00;     1,437;     5,562; -9999,000; -9999,000; -9999,000
2017-01-27 17:00;     1,438;     5,585; -9999,000; -9999,000; -9999,000
2017-01-27 18:00;     1,436;     5,539; -9999,000; -9999,000; -9999,000
2017-01-27 19:00;     1,433;     5,471; -9999,000; -9999,000; -9999,000
2017-01-27 20:00;     1,428;     5,359; -9999,000; -9999,000; -9999,000
2017-01-27 21:00;     1,433;     5,471; -9999,000; -9999,000; -9999,000
2017-01-27 22:00;     1,427;     5,337; -9999,000; -9999,000; -9999,000
2017-01-27 23:00;     1,424;     5,270; -9999,000; -9999,000; -9999,000
2017-01-28 00:00;     1,426;     5,314;     0,651;     1,044;     1,562
2017-01-28 01:00;     1,425;     5,292; -9999,000; -9999,000; -9999,000
2017-01-28 02:00;     1,421;     5,204; -9999,000; -9999,000; -9999,000
2017-01-28 03:00;     1,421;     5,204; -9999,000; -9999,000; -9999,000
2017-01-28 04:00;     1,419;     5,161; -9999,000; -9999,000; -9999,000
2017-01-28 05:00;     1,419;     5,161; -9999,000; -9999,000; -9999,000
2017-01-28 06:00;     1,418;     5,139; -9999,000; -9999,000; -9999,000
2017-01-28 07:00;     1,416;     5,096; -9999,000; -9999,000; -9999,000
2017-01-28 08:00;     1,414;     5,053; -9999,000; -9999,000; -9999,000
2017-01-28 09:00;     1,414;     5,053; -9999,000; -9999,000; -9999,000
2017-01-28 10:00;     1,410;     4,968; -9999,000; -9999,000; -9999,000
2017-01-28 11:00;     1,409;     4,947; -9999,000; -9999,000; -9999,000
2017-01-28 12:00;     1,405;     4,863; -9999,000; -9999,000; -9999,000
2017-01-28 13:00;     1,404;     4,842; -9999,000; -9999,000; -9999,000
2017-01-28 14:00;     1,405;     4,863; -9999,000; -9999,000; -9999,000
2017-01-28 15:00;     1,403;     4,821; -9999,000; -9999,000; -9999,000
2017-01-28 16:00;     1,403;     4,821; -9999,000; -9999,000; -9999,000
2017-01-28 17:00;     1,402;     4,801; -9999,000; -9999,000; -9999,000
2017-01-28 18:00;     1,400;     4,759; -9999,000; -9999,000; -9999,000
2017-01-28 19:00;     1,398;     4,718; -9999,000; -9999,000; -9999,000
2017-01-28 20:00;     1,397;     4,698; -9999,000; -9999,000; -9999,000
2017-01-28 21:00;     1,395;     4,657; -9999,000; -9999,000; -9999,000
2017-01-28 22:00;     1,395;     4,657; -9999,000; -9999,000; -9999,000
2017-01-28 23:00;     1,391;     4,577; -9999,000; -9999,000; -9999,000
2017-01-29 00:00;     1,388;     4,517;     0,623;     1,006;     1,486
2017-01-29 01:00;     1,389;     4,537; -9999,000; -9999,000; -9999,000
2017-01-29 02:00;     1,386;     4,478; -9999,000; -9999,000; -9999,000
2017-01-29 03:00;     1,387;     4,497; -9999,000; -9999,000; -9999,000
2017-01-29 04:00;     1,383;     4,419; -9999,000; -9999,000; -9999,000
2017-01-29 05:00;     1,382;     4,399; -9999,000; -9999,000; -9999,000
2017-01-29 06:00;     1,384;     4,438; -9999,000; -9999,000; -9999,000
2017-01-29 07:00;     1,382;     4,399; -9999,000; -9999,000; -9999,000
2017-01-29 08:00;     1,381;     4,380; -9999,000; -9999,000; -9999,000
2017-01-29 09:00;     1,378;     4,322; -9999,000; -9999,000; -9999,000
2017-01-29 10:00;     1,377;     4,302; -9999,000; -9999,000; -9999,000
2017-01-29 11:00;     1,374;     4,245; -9999,000; -9999,000; -9999,000
2017-01-29 12:00;     1,374;     4,245; -9999,000; -9999,000; -9999,000
2017-01-29 13:00;     1,372;     4,207; -9999,000; -9999,000; -9999,000
2017-01-29 14:00;     1,372;     4,207; -9999,000; -9999,000; -9999,000
2017-01-29 15:00;     1,370;     4,170; -9999,000; -9999,000; -9999,000
2017-01-29 16:00;     1,370;     4,170; -9999,000; -9999,000; -9999,000
2017-01-29 17:00;     1,369;     4,151; -9999,000; -9999,000; -9999,000
2017-01-29 18:00;     1,366;     4,095; -9999,000; -9999,000; -9999,000
2017-01-29 19:00;     1,366;     4,095; -9999,000; -9999,000; -9999,000
2017-01-29 20:00;     1,363;     4,040; -9999,000; -9999,000; -9999,000
2017-01-29 21:00;     1,363;     4,040; -9999,000; -9999,000; -9999,000
2017-01-29 22:00;     1,360;     3,985; -9999,000; -9999,000; -9999,000
2017-01-29 23:00;     1,360;     3,985; -9999,000; -9999,000; -9999,000
2017-01-30 00:00;     1,358;     3,948;     0,595;     0,980;     1,456
2017-01-30 01:00;     1,356;     3,912; -9999,000; -9999,000; -9999,000
2017-01-30 02:00;     1,354;     3,876; -9999,000; -9999,000; -9999,000
2017-01-30 03:00;     1,353;     3,859; -9999,000; -9999,000; -9999,000
2017-01-30 04:00;     1,353;     3,859; -9999,000; -9999,000; -9999,000
2017-01-30 05:00;     1,349;     3,788; -9999,000; -9999,000; -9999,000
2017-01-30 06:00;     1,349;     3,788; -9999,000; -9999,000; -9999,000
2017-01-30 07:00;     1,346;     3,735; -9999,000; -9999,000; -9999,000
2017-01-30 08:00;     1,346;     3,735; -9999,000; -9999,000; -9999,000
2017-01-30 09:00;     1,344;     3,701; -9999,000; -9999,000; -9999,000
2017-01-30 10:00;     1,342;     3,666; -9999,000; -9999,000; -9999,000
2017-01-30 11:00;     1,341;     3,649; -9999,000; -9999,000; -9999,000
2017-01-30 12:00;     1,338;     3,598; -9999,000; -9999,000; -9999,000
2017-01-30 13:00;     1,337;     3,581; -9999,000; -9999,000; -9999,000
2017-01-30 14:00;     1,336;     3,564; -9999,000; -9999,000; -9999,000
2017-01-30 15:00;     1,334;     3,530; -9999,000; -9999,000; -9999,000
2017-01-30 16:00;     1,332;     3,497; -9999,000; -9999,000; -9999,000
2017-01-30 17:00;     1,332;     3,497; -9999,000; -9999,000; -9999,000
2017-01-30 18:00;     1,330;     3,464; -9999,000; -9999,000; -9999,000
2017-01-30 19:00;     1,330;     3,464; -9999,000; -9999,000; -9999,000
2017-01-30 20:00;     1,327;     3,414; -9999,000; -9999,000; -9999,000
2017-01-30 21:00;     1,325;     3,381; -9999,000; -9999,000; -9999,000
2017-01-30 22:00;     1,325;     3,381; -9999,000; -9999,000; -9999,000
2017-01-30 23:00;     1,322;     3,333; -9999,000; -9999,000; -9999,000
2017-01-31 00:00;     1,323;     3,349;     0,582;     0,967;     1,485
2017-01-31 01:00;     1,321;     3,317; -9999,000; -9999,000; -9999,000
2017-01-31 02:00;     1,318;     3,269; -9999,000; -9999,000; -9999,000
2017-01-31 03:00;     1,314;     3,206; -9999,000; -9999,000; -9999,000
2017-01-31 04:00;     1,314;     3,206; -9999,000; -9999,000; -9999,000
2017-01-31 05:00;     1,311;     3,159; -9999,000; -9999,000; -9999,000
2017-01-31 06:00;     1,311;     3,159; -9999,000; -9999,000; -9999,000
2017-01-31 07:00;     1,310;     3,143; -9999,000; -9999,000; -9999,000
2017-01-31 08:00;     1,310;     3,143; -9999,000; -9999,000; -9999,000
2017-01-31 09:00;     1,307;     3,097; -9999,000; -9999,000; -9999,000
2017-01-31 10:00;     1,304;     3,051; -9999,000; -9999,000; -9999,000
2017-01-31 11:00;     1,304;     3,051; -9999,000; -9999,000; -9999,000
2017-01-31 12:00;     1,299;     2,976; -9999,000; -9999,000; -9999,000
2017-01-31 13:00;     1,299;     2,976; -9999,000; -9999,000; -9999,000
2017-01-31 14:00;     1,297;     2,946; -9999,000; -9999,000; -9999,000
2017-01-31 15:00;     1,297;     2,946; -9999,000; -9999,000; -9999,000
2017-01-31 16:00;     1,296;     2,931; -9999,000; -9999,000; -9999,000
2017-01-31 17:00;     1,294;     2,902; -9999,000; -9999,000; -9999,000
2017-01-31 18:00;     1,291;     2,858; -9999,000; -9999,000; -9999,000
2017-01-31 19:00;     1,293;     2,887; -9999,000; -9999,000; -9999,000
2017-01-31 20:00;     1,290;     2,844; -9999,000; -9999,000; -9999,000
2017-01-31 21:00;     1,286;     2,786; -9999,000; -9999,000; -9999,000
2017-01-31 22:00;     1,289;     2,829; -9999,000; -9999,000; -9999,000
2017-01-31 23:00;     1,285;     2,772; -9999,000; -9999,000; -9999,000
2017-02-01 00:00;     1,283;     2,744;     0,586;     0,960;     1,572
2017-02-01 01:00;     1,284;     2,758; -9999,000; -9999,000; -9999,000
2017-02-01 02:00;     1,281;     2,715; -9999,000; -9999,000; -9999,000
2017-02-01 03:00;     1,280;     2,701; -9999,000; -9999,000; -9999,000
2017-02-01 04:00;     1,276;     2,646; -9999,000; -9999,000; -9999,000
2017-02-01 05:00;     1,277;     2,660; -9999,000; -9999,000; -9999,000
2017-02-01 06:00;     1,276;     2,646; -9999,000; -9999,000; -9999,000
2017-02-01 07:00;     1,276;     2,646; -9999,000; -9999,000; -9999,000
2017-02-01 08:00;     1,274;     2,618; -9999,000; -9999,000; -9999,000
2017-02-01 09:00;     1,273;     2,605; -9999,000; -9999,000; -9999,000
2017-02-01 10:00;     1,271;     2,578; -9999,000; -9999,000; -9999,000
2017-02-01 11:00;     1,269;     2,551; -9999,000; -9999,000; -9999,000
2017-02-01 12:00;     1,270;     2,564; -9999,000; -9999,000; -9999,000
2017-02-01 13:00;     1,268;     2,537; -9999,000; -9999,000; -9999,000
2017-02-01 14:00;     1,268;     2,537; -9999,000; -9999,000; -9999,000
2017-02-01 15:00;     1,267;     2,524; -9999,000; -9999,000; -9999,000
2017-02-01 16:00;     1,267;     2,524; -9999,000; -9999,000; -9999,000
2017-02-01 17:00;     1,267;     2,524; -9999,000; -9999,000; -9999,000
2017-02-01 18:00;     1,268;     2,537; -9999,000; -9999,000; -9999,000
2017-02-01 19:00;     1,267;     2,524; -9999,000; -9999,000; -9999,000
2017-02-01 20:00;     1,264;     2,484; -9999,000; -9999,000; -9999,000
2017-02-01 21:00;     1,265;     2,497; -9999,000; -9999,000; -9999,000
2017-02-01 22:00;     1,265;     2,497; -9999,000; -9999,000; -9999,000
