Tid;Vannstand(m);25-persentil(m);median(m);75-persentil(m)
2017-01-22 12:00;     1,598; -9999,000; -9999,000; -9999,000
2017-01-22 13:00;     1,593; -9999,000; -9999,000; -9999,000
2017-01-22 14:00;     1,588; -9999,000; -9999,000; -9999,000
2017-01-22 15:00;     1,581; -9999,000; -9999,000; -9999,000
2017-01-22 16:00;     1,577; -9999,000; -9999,000; -9999,000
2017-01-22 17:00;     1,573; -9999,000; -9999,000; -9999,000
2017-01-22 18:00;     1,567; -9999,000; -9999,000; -9999,000
2017-01-22 19:00;     1,561; -9999,000; -9999,000; -9999,000
2017-01-22 20:00;     1,558; -9999,000; -9999,000; -9999,000
2017-01-22 21:00;     1,553; -9999,000; -9999,000; -9999,000
2017-01-22 22:00;     1,547; -9999,000; -9999,000; -9999,000
2017-01-22 23:00;     1,544; -9999,000; -9999,000; -9999,000
2017-01-23 00:00;     1,540;     1,126;     1,191;     1,283
2017-01-23 01:00;     1,535; -9999,000; -9999,000; -9999,000
2017-01-23 02:00;     1,531; -9999,000; -9999,000; -9999,000
2017-01-23 03:00;     1,526; -9999,000; -9999,000; -9999,000
2017-01-23 04:00;     1,524; -9999,000; -9999,000; -9999,000
2017-01-23 05:00;     1,519; -9999,000; -9999,000; -9999,000
2017-01-23 06:00;     1,518; -9999,000; -9999,000; -9999,000
2017-01-23 07:00;     1,515; -9999,000; -9999,000; -9999,000
2017-01-23 08:00;     1,511; -9999,000; -9999,000; -9999,000
2017-01-23 09:00;     1,507; -9999,000; -9999,000; -9999,000
2017-01-23 10:00;     1,506; -9999,000; -9999,000; -9999,000
2017-01-23 11:00;     1,500; -9999,000; -9999,000; -9999,000
2017-01-23 12:00;     1,499; -9999,000; -9999,000; -9999,000
2017-01-23 13:00;     1,495; -9999,000; -9999,000; -9999,000
2017-01-23 14:00;     1,492; -9999,000; -9999,000; -9999,000
2017-01-23 15:00;     1,490; -9999,000; -9999,000; -9999,000
2017-01-23 16:00;     1,488; -9999,000; -9999,000; -9999,000
2017-01-23 17:00;     1,484; -9999,000; -9999,000; -9999,000
2017-01-23 18:00;     1,481; -9999,000; -9999,000; -9999,000
2017-01-23 19:00;     1,478; -9999,000; -9999,000; -9999,000
2017-01-23 20:00;     1,476; -9999,000; -9999,000; -9999,000
2017-01-23 21:00;     1,472; -9999,000; -9999,000; -9999,000
2017-01-23 22:00;     1,470; -9999,000; -9999,000; -9999,000
2017-01-23 23:00;     1,468; -9999,000; -9999,000; -9999,000
2017-01-24 00:00;     1,464;     1,123;     1,186;     1,265
2017-01-24 01:00;     1,461; -9999,000; -9999,000; -9999,000
2017-01-24 02:00;     1,459; -9999,000; -9999,000; -9999,000
2017-01-24 03:00;     1,457; -9999,000; -9999,000; -9999,000
2017-01-24 04:00;     1,454; -9999,000; -9999,000; -9999,000
2017-01-24 05:00;     1,452; -9999,000; -9999,000; -9999,000
2017-01-24 06:00;     1,451; -9999,000; -9999,000; -9999,000
2017-01-24 07:00;     1,448; -9999,000; -9999,000; -9999,000
2017-01-24 08:00;     1,445; -9999,000; -9999,000; -9999,000
2017-01-24 09:00;     1,443; -9999,000; -9999,000; -9999,000
2017-01-24 10:00;     1,439; -9999,000; -9999,000; -9999,000
2017-01-24 11:00;     1,438; -9999,000; -9999,000; -9999,000
2017-01-24 12:00;     1,436; -9999,000; -9999,000; -9999,000
2017-01-24 13:00;     1,432; -9999,000; -9999,000; -9999,000
2017-01-24 14:00;     1,431; -9999,000; -9999,000; -9999,000
2017-01-24 15:00;     1,427; -9999,000; -9999,000; -9999,000
2017-01-24 16:00;     1,427; -9999,000; -9999,000; -9999,000
2017-01-24 17:00;     1,423; -9999,000; -9999,000; -9999,000
2017-01-24 18:00;     1,424; -9999,000; -9999,000; -9999,000
2017-01-24 19:00;     1,423; -9999,000; -9999,000; -9999,000
2017-01-24 20:00;     1,419; -9999,000; -9999,000; -9999,000
2017-01-24 21:00;     1,418; -9999,000; -9999,000; -9999,000
2017-01-24 22:00;     1,416; -9999,000; -9999,000; -9999,000
2017-01-24 23:00;     1,416; -9999,000; -9999,000; -9999,000
2017-01-25 00:00;     1,415;     1,118;     1,181;     1,248
2017-01-25 01:00;     1,411; -9999,000; -9999,000; -9999,000
2017-01-25 02:00;     1,409; -9999,000; -9999,000; -9999,000
2017-01-25 03:00;     1,408; -9999,000; -9999,000; -9999,000
2017-01-25 04:00;     1,405; -9999,000; -9999,000; -9999,000
2017-01-25 05:00;     1,404; -9999,000; -9999,000; -9999,000
2017-01-25 06:00;     1,401; -9999,000; -9999,000; -9999,000
2017-01-25 07:00;     1,400; -9999,000; -9999,000; -9999,000
2017-01-25 08:00;     1,397; -9999,000; -9999,000; -9999,000
2017-01-25 09:00;     1,397; -9999,000; -9999,000; -9999,000
2017-01-25 10:00;     1,396; -9999,000; -9999,000; -9999,000
2017-01-25 11:00;     1,391; -9999,000; -9999,000; -9999,000
2017-01-25 12:00;     1,390; -9999,000; -9999,000; -9999,000
2017-01-25 13:00;     1,391; -9999,000; -9999,000; -9999,000
2017-01-25 14:00;     1,388; -9999,000; -9999,000; -9999,000
2017-01-25 15:00;     1,384; -9999,000; -9999,000; -9999,000
2017-01-25 16:00;     1,385; -9999,000; -9999,000; -9999,000
2017-01-25 17:00;     1,386; -9999,000; -9999,000; -9999,000
2017-01-25 18:00;     1,388; -9999,000; -9999,000; -9999,000
2017-01-25 19:00;     1,384; -9999,000; -9999,000; -9999,000
2017-01-25 20:00;     1,386; -9999,000; -9999,000; -9999,000
2017-01-25 21:00;     1,388; -9999,000; -9999,000; -9999,000
2017-01-25 22:00;     1,388; -9999,000; -9999,000; -9999,000
2017-01-25 23:00;     1,394; -9999,000; -9999,000; -9999,000
2017-01-26 00:00;     1,396;     1,110;     1,175;     1,233
2017-01-26 01:00;     1,404; -9999,000; -9999,000; -9999,000
2017-01-26 02:00;     1,402; -9999,000; -9999,000; -9999,000
2017-01-26 03:00;     1,405; -9999,000; -9999,000; -9999,000
2017-01-26 04:00;     1,414; -9999,000; -9999,000; -9999,000
2017-01-26 05:00;     1,420; -9999,000; -9999,000; -9999,000
2017-01-26 06:00;     1,423; -9999,000; -9999,000; -9999,000
2017-01-26 07:00;     1,432; -9999,000; -9999,000; -9999,000
2017-01-26 08:00;     1,436; -9999,000; -9999,000; -9999,000
2017-01-26 09:00;     1,440; -9999,000; -9999,000; -9999,000
2017-01-26 10:00;     1,444; -9999,000; -9999,000; -9999,000
2017-01-26 11:00;     1,446; -9999,000; -9999,000; -9999,000
2017-01-26 12:00;     1,450; -9999,000; -9999,000; -9999,000
2017-01-26 13:00;     1,452; -9999,000; -9999,000; -9999,000
2017-01-26 14:00;     1,453; -9999,000; -9999,000; -9999,000
2017-01-26 15:00;     1,456; -9999,000; -9999,000; -9999,000
2017-01-26 16:00;     1,457; -9999,000; -9999,000; -9999,000
2017-01-26 17:00;     1,458; -9999,000; -9999,000; -9999,000
2017-01-26 18:00;     1,459; -9999,000; -9999,000; -9999,000
2017-01-26 19:00;     1,460; -9999,000; -9999,000; -9999,000
2017-01-26 20:00;     1,460; -9999,000; -9999,000; -9999,000
2017-01-26 21:00;     1,461; -9999,000; -9999,000; -9999,000
2017-01-26 22:00;     1,460; -9999,000; -9999,000; -9999,000
2017-01-26 23:00;     1,460; -9999,000; -9999,000; -9999,000
2017-01-27 00:00;     1,457;     1,104;     1,168;     1,225
2017-01-27 01:00;     1,458; -9999,000; -9999,000; -9999,000
2017-01-27 02:00;     1,458; -9999,000; -9999,000; -9999,000
2017-01-27 03:00;     1,453; -9999,000; -9999,000; -9999,000
2017-01-27 04:00;     1,455; -9999,000; -9999,000; -9999,000
2017-01-27 05:00;     1,452; -9999,000; -9999,000; -9999,000
2017-01-27 06:00;     1,452; -9999,000; -9999,000; -9999,000
2017-01-27 07:00;     1,448; -9999,000; -9999,000; -9999,000
2017-01-27 08:00;     1,453; -9999,000; -9999,000; -9999,000
2017-01-27 09:00;     1,447; -9999,000; -9999,000; -9999,000
2017-01-27 10:00;     1,447; -9999,000; -9999,000; -9999,000
2017-01-27 11:00;     1,444; -9999,000; -9999,000; -9999,000
2017-01-27 12:00;     1,444; -9999,000; -9999,000; -9999,000
2017-01-27 13:00;     1,444; -9999,000; -9999,000; -9999,000
2017-01-27 14:00;     1,441; -9999,000; -9999,000; -9999,000
2017-01-27 15:00;     1,443; -9999,000; -9999,000; -9999,000
2017-01-27 16:00;     1,437; -9999,000; -9999,000; -9999,000
2017-01-27 17:00;     1,438; -9999,000; -9999,000; -9999,000
2017-01-27 18:00;     1,436; -9999,000; -9999,000; -9999,000
2017-01-27 19:00;     1,433; -9999,000; -9999,000; -9999,000
2017-01-27 20:00;     1,428; -9999,000; -9999,000; -9999,000
2017-01-27 21:00;     1,433; -9999,000; -9999,000; -9999,000
2017-01-27 22:00;     1,427; -9999,000; -9999,000; -9999,000
2017-01-27 23:00;     1,424; -9999,000; -9999,000; -9999,000
2017-01-28 00:00;     1,426;     1,097;     1,161;     1,218
2017-01-28 01:00;     1,425; -9999,000; -9999,000; -9999,000
2017-01-28 02:00;     1,421; -9999,000; -9999,000; -9999,000
2017-01-28 03:00;     1,421; -9999,000; -9999,000; -9999,000
2017-01-28 04:00;     1,419; -9999,000; -9999,000; -9999,000
2017-01-28 05:00;     1,419; -9999,000; -9999,000; -9999,000
2017-01-28 06:00;     1,418; -9999,000; -9999,000; -9999,000
2017-01-28 07:00;     1,416; -9999,000; -9999,000; -9999,000
2017-01-28 08:00;     1,414; -9999,000; -9999,000; -9999,000
2017-01-28 09:00;     1,414; -9999,000; -9999,000; -9999,000
2017-01-28 10:00;     1,410; -9999,000; -9999,000; -9999,000
2017-01-28 11:00;     1,409; -9999,000; -9999,000; -9999,000
2017-01-28 12:00;     1,405; -9999,000; -9999,000; -9999,000
2017-01-28 13:00;     1,404; -9999,000; -9999,000; -9999,000
2017-01-28 14:00;     1,405; -9999,000; -9999,000; -9999,000
2017-01-28 15:00;     1,403; -9999,000; -9999,000; -9999,000
2017-01-28 16:00;     1,403; -9999,000; -9999,000; -9999,000
2017-01-28 17:00;     1,402; -9999,000; -9999,000; -9999,000
2017-01-28 18:00;     1,400; -9999,000; -9999,000; -9999,000
2017-01-28 19:00;     1,398; -9999,000; -9999,000; -9999,000
2017-01-28 20:00;     1,397; -9999,000; -9999,000; -9999,000
2017-01-28 21:00;     1,395; -9999,000; -9999,000; -9999,000
2017-01-28 22:00;     1,395; -9999,000; -9999,000; -9999,000
2017-01-28 23:00;     1,391; -9999,000; -9999,000; -9999,000
2017-01-29 00:00;     1,388;     1,092;     1,156;     1,211
2017-01-29 01:00;     1,389; -9999,000; -9999,000; -9999,000
2017-01-29 02:00;     1,386; -9999,000; -9999,000; -9999,000
2017-01-29 03:00;     1,387; -9999,000; -9999,000; -9999,000
2017-01-29 04:00;     1,383; -9999,000; -9999,000; -9999,000
2017-01-29 05:00;     1,382; -9999,000; -9999,000; -9999,000
2017-01-29 06:00;     1,384; -9999,000; -9999,000; -9999,000
2017-01-29 07:00;     1,382; -9999,000; -9999,000; -9999,000
2017-01-29 08:00;     1,381; -9999,000; -9999,000; -9999,000
2017-01-29 09:00;     1,378; -9999,000; -9999,000; -9999,000
2017-01-29 10:00;     1,377; -9999,000; -9999,000; -9999,000
2017-01-29 11:00;     1,374; -9999,000; -9999,000; -9999,000
2017-01-29 12:00;     1,374; -9999,000; -9999,000; -9999,000
2017-01-29 13:00;     1,372; -9999,000; -9999,000; -9999,000
2017-01-29 14:00;     1,372; -9999,000; -9999,000; -9999,000
2017-01-29 15:00;     1,370; -9999,000; -9999,000; -9999,000
2017-01-29 16:00;     1,370; -9999,000; -9999,000; -9999,000
2017-01-29 17:00;     1,369; -9999,000; -9999,000; -9999,000
2017-01-29 18:00;     1,366; -9999,000; -9999,000; -9999,000
2017-01-29 19:00;     1,366; -9999,000; -9999,000; -9999,000
2017-01-29 20:00;     1,363; -9999,000; -9999,000; -9999,000
2017-01-29 21:00;     1,363; -9999,000; -9999,000; -9999,000
2017-01-29 22:00;     1,360; -9999,000; -9999,000; -9999,000
2017-01-29 23:00;     1,360; -9999,000; -9999,000; -9999,000
2017-01-30 00:00;     1,358;     1,087;     1,152;     1,209
2017-01-30 01:00;     1,356; -9999,000; -9999,000; -9999,000
2017-01-30 02:00;     1,354; -9999,000; -9999,000; -9999,000
2017-01-30 03:00;     1,353; -9999,000; -9999,000; -9999,000
2017-01-30 04:00;     1,353; -9999,000; -9999,000; -9999,000
2017-01-30 05:00;     1,349; -9999,000; -9999,000; -9999,000
2017-01-30 06:00;     1,349; -9999,000; -9999,000; -9999,000
2017-01-30 07:00;     1,346; -9999,000; -9999,000; -9999,000
2017-01-30 08:00;     1,346; -9999,000; -9999,000; -9999,000
2017-01-30 09:00;     1,344; -9999,000; -9999,000; -9999,000
2017-01-30 10:00;     1,342; -9999,000; -9999,000; -9999,000
2017-01-30 11:00;     1,341; -9999,000; -9999,000; -9999,000
2017-01-30 12:00;     1,338; -9999,000; -9999,000; -9999,000
2017-01-30 13:00;     1,337; -9999,000; -9999,000; -9999,000
2017-01-30 14:00;     1,336; -9999,000; -9999,000; -9999,000
2017-01-30 15:00;     1,334; -9999,000; -9999,000; -9999,000
2017-01-30 16:00;     1,332; -9999,000; -9999,000; -9999,000
2017-01-30 17:00;     1,332; -9999,000; -9999,000; -9999,000
2017-01-30 18:00;     1,330; -9999,000; -9999,000; -9999,000
2017-01-30 19:00;     1,330; -9999,000; -9999,000; -9999,000
2017-01-30 20:00;     1,327; -9999,000; -9999,000; -9999,000
2017-01-30 21:00;     1,325; -9999,000; -9999,000; -9999,000
2017-01-30 22:00;     1,325; -9999,000; -9999,000; -9999,000
2017-01-30 23:00;     1,322; -9999,000; -9999,000; -9999,000
2017-01-31 00:00;     1,323;     1,084;     1,150;     1,211
2017-01-31 01:00;     1,321; -9999,000; -9999,000; -9999,000
2017-01-31 02:00;     1,318; -9999,000; -9999,000; -9999,000
2017-01-31 03:00;     1,314; -9999,000; -9999,000; -9999,000
2017-01-31 04:00;     1,314; -9999,000; -9999,000; -9999,000
2017-01-31 05:00;     1,311; -9999,000; -9999,000; -9999,000
2017-01-31 06:00;     1,311; -9999,000; -9999,000; -9999,000
2017-01-31 07:00;     1,310; -9999,000; -9999,000; -9999,000
2017-01-31 08:00;     1,310; -9999,000; -9999,000; -9999,000
2017-01-31 09:00;     1,307; -9999,000; -9999,000; -9999,000
2017-01-31 10:00;     1,304; -9999,000; -9999,000; -9999,000
2017-01-31 11:00;     1,304; -9999,000; -9999,000; -9999,000
2017-01-31 12:00;     1,299; -9999,000; -9999,000; -9999,000
2017-01-31 13:00;     1,299; -9999,000; -9999,000; -9999,000
2017-01-31 14:00;     1,297; -9999,000; -9999,000; -9999,000
2017-01-31 15:00;     1,297; -9999,000; -9999,000; -9999,000
2017-01-31 16:00;     1,296; -9999,000; -9999,000; -9999,000
2017-01-31 17:00;     1,294; -9999,000; -9999,000; -9999,000
2017-01-31 18:00;     1,291; -9999,000; -9999,000; -9999,000
2017-01-31 19:00;     1,293; -9999,000; -9999,000; -9999,000
2017-01-31 20:00;     1,290; -9999,000; -9999,000; -9999,000
2017-01-31 21:00;     1,286; -9999,000; -9999,000; -9999,000
2017-01-31 22:00;     1,289; -9999,000; -9999,000; -9999,000
2017-01-31 23:00;     1,285; -9999,000; -9999,000; -9999,000
2017-02-01 00:00;     1,283;     1,085;     1,149;     1,218
2017-02-01 01:00;     1,284; -9999,000; -9999,000; -9999,000
2017-02-01 02:00;     1,281; -9999,000; -9999,000; -9999,000
2017-02-01 03:00;     1,280; -9999,000; -9999,000; -9999,000
2017-02-01 04:00;     1,276; -9999,000; -9999,000; -9999,000
2017-02-01 05:00;     1,277; -9999,000; -9999,000; -9999,000
2017-02-01 06:00;     1,276; -9999,000; -9999,000; -9999,000
2017-02-01 07:00;     1,276; -9999,000; -9999,000; -9999,000
2017-02-01 08:00;     1,274; -9999,000; -9999,000; -9999,000
2017-02-01 09:00;     1,273; -9999,000; -9999,000; -9999,000
2017-02-01 10:00;     1,271; -9999,000; -9999,000; -9999,000
2017-02-01 11:00;     1,269; -9999,000; -9999,000; -9999,000
2017-02-01 12:00;     1,270; -9999,000; -9999,000; -9999,000
2017-02-01 13:00;     1,268; -9999,000; -9999,000; -9999,000
2017-02-01 14:00;     1,268; -9999,000; -9999,000; -9999,000
2017-02-01 15:00;     1,267; -9999,000; -9999,000; -9999,000
2017-02-01 16:00;     1,267; -9999,000; -9999,000; -9999,000
2017-02-01 17:00;     1,267; -9999,000; -9999,000; -9999,000
2017-02-01 18:00;     1,268; -9999,000; -9999,000; -9999,000
2017-02-01 19:00;     1,267; -9999,000; -9999,000; -9999,000
2017-02-01 20:00;     1,264; -9999,000; -9999,000; -9999,000
2017-02-01 21:00;     1,265; -9999,000; -9999,000; -9999,000
2017-02-01 22:00;     1,265; -9999,000; -9999,000; -9999,000
2017-02-01 23:00;     1,265; -9999,000; -9999,000; -9999,000
2017-02-02 00:00;     1,264;     1,086;     1,150;     1,230
2017-02-02 01:00;     1,265; -9999,000; -9999,000; -9999,000
2017-02-02 02:00;     1,262; -9999,000; -9999,000; -9999,000
2017-02-02 03:00;     1,262; -9999,000; -9999,000; -9999,000
2017-02-02 04:00;     1,261; -9999,000; -9999,000; -9999,000
2017-02-02 05:00;     1,262; -9999,000; -9999,000; -9999,000
2017-02-02 06:00;     1,258; -9999,000; -9999,000; -9999,000
2017-02-02 07:00;     1,261; -9999,000; -9999,000; -9999,000
2017-02-02 08:00;     1,261; -9999,000; -9999,000; -9999,000
2017-02-02 09:00;     1,255; -9999,000; -9999,000; -9999,000
2017-02-02 10:00;     1,258; -9999,000; -9999,000; -9999,000
2017-02-02 11:00;     1,258; -9999,000; -9999,000; -9999,000
2017-02-02 12:00;     1,258; -9999,000; -9999,000; -9999,000
2017-02-02 13:00;     1,257; -9999,000; -9999,000; -9999,000
2017-02-02 14:00;     1,258; -9999,000; -9999,000; -9999,000
2017-02-02 15:00;     1,258; -9999,000; -9999,000; -9999,000
2017-02-02 16:00;     1,255; -9999,000; -9999,000; -9999,000
2017-02-02 17:00;     1,254; -9999,000; -9999,000; -9999,000
2017-02-02 18:00;     1,253; -9999,000; -9999,000; -9999,000
2017-02-02 19:00;     1,254; -9999,000; -9999,000; -9999,000
2017-02-02 20:00;     1,254; -9999,000; -9999,000; -9999,000
2017-02-02 21:00;     1,251; -9999,000; -9999,000; -9999,000
2017-02-02 22:00;     1,251; -9999,000; -9999,000; -9999,000
2017-02-02 23:00;     1,249; -9999,000; -9999,000; -9999,000
2017-02-03 00:00;     1,251;     1,088;     1,151;     1,241
2017-02-03 01:00;     1,250; -9999,000; -9999,000; -9999,000
2017-02-03 02:00;     1,247; -9999,000; -9999,000; -9999,000
2017-02-03 03:00;     1,249; -9999,000; -9999,000; -9999,000
2017-02-03 04:00;     1,247; -9999,000; -9999,000; -9999,000
2017-02-03 05:00;     1,245; -9999,000; -9999,000; -9999,000
2017-02-03 06:00;     1,247; -9999,000; -9999,000; -9999,000
2017-02-03 07:00;     1,245; -9999,000; -9999,000; -9999,000
2017-02-03 08:00;     1,244; -9999,000; -9999,000; -9999,000
2017-02-03 09:00;     1,244; -9999,000; -9999,000; -9999,000
2017-02-03 10:00;     1,242; -9999,000; -9999,000; -9999,000
2017-02-03 11:00;     1,247; -9999,000; -9999,000; -9999,000
2017-02-03 12:00;     1,244; -9999,000; -9999,000; -9999,000
2017-02-03 13:00;     1,243; -9999,000; -9999,000; -9999,000
2017-02-03 14:00;     1,239; -9999,000; -9999,000; -9999,000
2017-02-03 15:00;     1,241; -9999,000; -9999,000; -9999,000
2017-02-03 16:00;     1,241; -9999,000; -9999,000; -9999,000
2017-02-03 17:00;     1,240; -9999,000; -9999,000; -9999,000
2017-02-03 18:00;     1,241; -9999,000; -9999,000; -9999,000
2017-02-03 19:00;     1,237; -9999,000; -9999,000; -9999,000
2017-02-03 20:00;     1,237; -9999,000; -9999,000; -9999,000
2017-02-03 21:00;     1,238; -9999,000; -9999,000; -9999,000
2017-02-03 22:00;     1,236; -9999,000; -9999,000; -9999,000
2017-02-03 23:00;     1,237; -9999,000; -9999,000; -9999,000
2017-02-04 00:00;     1,235;     1,091;     1,152;     1,255
2017-02-04 01:00;     1,233; -9999,000; -9999,000; -9999,000
2017-02-04 02:00;     1,237; -9999,000; -9999,000; -9999,000
2017-02-04 03:00;     1,233; -9999,000; -9999,000; -9999,000
2017-02-04 04:00;     1,234; -9999,000; -9999,000; -9999,000
2017-02-04 05:00;     1,232; -9999,000; -9999,000; -9999,000
2017-02-04 06:00;     1,231; -9999,000; -9999,000; -9999,000
2017-02-04 07:00;     1,233; -9999,000; -9999,000; -9999,000
2017-02-04 08:00;     1,231; -9999,000; -9999,000; -9999,000
2017-02-04 09:00;     1,233; -9999,000; -9999,000; -9999,000
2017-02-04 10:00;     1,230; -9999,000; -9999,000; -9999,000
2017-02-04 11:00;     1,229; -9999,000; -9999,000; -9999,000
2017-02-04 12:00;     1,230; -9999,000; -9999,000; -9999,000
2017-02-04 13:00;     1,226; -9999,000; -9999,000; -9999,000
2017-02-04 14:00;     1,230; -9999,000; -9999,000; -9999,000
2017-02-04 15:00;     1,226; -9999,000; -9999,000; -9999,000
2017-02-04 16:00;     1,228; -9999,000; -9999,000; -9999,000
2017-02-04 17:00;     1,227; -9999,000; -9999,000; -9999,000
2017-02-04 18:00;     1,226; -9999,000; -9999,000; -9999,000
2017-02-04 19:00;     1,224; -9999,000; -9999,000; -9999,000
2017-02-04 20:00;     1,226; -9999,000; -9999,000; -9999,000
2017-02-04 21:00;     1,221; -9999,000; -9999,000; -9999,000
2017-02-04 22:00;     1,221; -9999,000; -9999,000; -9999,000
2017-02-04 23:00;     1,222; -9999,000; -9999,000; -9999,000
2017-02-05 00:00;     1,225;     1,095;     1,152;     1,268
2017-02-05 01:00;     1,227; -9999,000; -9999,000; -9999,000
2017-02-05 02:00;     1,221; -9999,000; -9999,000; -9999,000
2017-02-05 03:00;     1,222; -9999,000; -9999,000; -9999,000
2017-02-05 04:00;     1,220; -9999,000; -9999,000; -9999,000
2017-02-05 05:00;     1,219; -9999,000; -9999,000; -9999,000
2017-02-05 06:00;     1,218; -9999,000; -9999,000; -9999,000
2017-02-05 07:00;     1,218; -9999,000; -9999,000; -9999,000
2017-02-05 08:00;     1,218; -9999,000; -9999,000; -9999,000
2017-02-05 09:00;     1,219; -9999,000; -9999,000; -9999,000
2017-02-05 10:00;     1,218; -9999,000; -9999,000; -9999,000
2017-02-05 11:00;     1,218; -9999,000; -9999,000; -9999,000
2017-02-05 12:00;     1,216; -9999,000; -9999,000; -9999,000
2017-02-05 13:00;     1,214; -9999,000; -9999,000; -9999,000
2017-02-05 14:00;     1,215; -9999,000; -9999,000; -9999,000
2017-02-05 15:00;     1,209; -9999,000; -9999,000; -9999,000
2017-02-05 16:00;     1,212; -9999,000; -9999,000; -9999,000
2017-02-05 17:00;     1,214; -9999,000; -9999,000; -9999,000
2017-02-05 18:00;     1,211; -9999,000; -9999,000; -9999,000
2017-02-05 19:00;     1,210; -9999,000; -9999,000; -9999,000
2017-02-05 20:00;     1,209; -9999,000; -9999,000; -9999,000
2017-02-05 21:00;     1,209; -9999,000; -9999,000; -9999,000
2017-02-05 22:00;     1,211; -9999,000; -9999,000; -9999,000
2017-02-05 23:00;     1,209; -9999,000; -9999,000; -9999,000
2017-02-06 00:00;     1,207;     1,099;     1,155;     1,275
2017-02-06 01:00;     1,208; -9999,000; -9999,000; -9999,000
2017-02-06 02:00;     1,204; -9999,000; -9999,000; -9999,000
2017-02-06 03:00;     1,209; -9999,000; -9999,000; -9999,000
2017-02-06 04:00;     1,205; -9999,000; -9999,000; -9999,000
2017-02-06 05:00;     1,205; -9999,000; -9999,000; -9999,000
2017-02-06 06:00;     1,206; -9999,000; -9999,000; -9999,000
2017-02-06 07:00;     1,202; -9999,000; -9999,000; -9999,000
2017-02-06 08:00;     1,204; -9999,000; -9999,000; -9999,000
2017-02-06 09:00;     1,204; -9999,000; -9999,000; -9999,000
2017-02-06 10:00;     1,202; -9999,000; -9999,000; -9999,000
2017-02-06 11:00;     1,202; -9999,000; -9999,000; -9999,000
2017-02-06 12:00;     1,202; -9999,000; -9999,000; -9999,000
2017-02-06 13:00;     1,200; -9999,000; -9999,000; -9999,000
2017-02-06 14:00;     1,201; -9999,000; -9999,000; -9999,000
2017-02-06 15:00;     1,198; -9999,000; -9999,000; -9999,000
2017-02-06 16:00;     1,196; -9999,000; -9999,000; -9999,000
2017-02-06 17:00;     1,197; -9999,000; -9999,000; -9999,000
2017-02-06 18:00;     1,198; -9999,000; -9999,000; -9999,000
2017-02-06 19:00;     1,198; -9999,000; -9999,000; -9999,000
2017-02-06 20:00;     1,194; -9999,000; -9999,000; -9999,000
2017-02-06 21:00;     1,197; -9999,000; -9999,000; -9999,000
2017-02-06 22:00;     1,194; -9999,000; -9999,000; -9999,000
2017-02-06 23:00;     1,193; -9999,000; -9999,000; -9999,000
2017-02-07 00:00;     1,196;     1,102;     1,158;     1,282
2017-02-07 01:00;     1,195; -9999,000; -9999,000; -9999,000
2017-02-07 02:00;     1,188; -9999,000; -9999,000; -9999,000
2017-02-07 03:00;     1,195; -9999,000; -9999,000; -9999,000
2017-02-07 04:00;     1,186; -9999,000; -9999,000; -9999,000
2017-02-07 05:00;     1,190; -9999,000; -9999,000; -9999,000
2017-02-07 06:00;     1,188; -9999,000; -9999,000; -9999,000
2017-02-07 07:00;     1,185; -9999,000; -9999,000; -9999,000
2017-02-07 08:00;     1,186; -9999,000; -9999,000; -9999,000
2017-02-07 09:00;     1,188; -9999,000; -9999,000; -9999,000
2017-02-07 10:00;     1,182; -9999,000; -9999,000; -9999,000
2017-02-07 11:00;     1,184; -9999,000; -9999,000; -9999,000
2017-02-07 12:00;     1,183; -9999,000; -9999,000; -9999,000
2017-02-07 13:00;     1,179; -9999,000; -9999,000; -9999,000
2017-02-07 14:00;     1,177; -9999,000; -9999,000; -9999,000
2017-02-07 15:00;     1,177; -9999,000; -9999,000; -9999,000
2017-02-07 16:00;     1,182; -9999,000; -9999,000; -9999,000
2017-02-07 17:00;     1,177; -9999,000; -9999,000; -9999,000
2017-02-07 18:00;     1,177; -9999,000; -9999,000; -9999,000
2017-02-07 19:00;     1,177; -9999,000; -9999,000; -9999,000
2017-02-07 20:00;     1,174; -9999,000; -9999,000; -9999,000
2017-02-07 21:00;     1,177; -9999,000; -9999,000; -9999,000
2017-02-07 22:00;     1,175; -9999,000; -9999,000; -9999,000
2017-02-07 23:00;     1,170; -9999,000; -9999,000; -9999,000
2017-02-08 00:00;     1,172;     1,104;     1,161;     1,286
2017-02-08 01:00;     1,171; -9999,000; -9999,000; -9999,000
2017-02-08 02:00;     1,170; -9999,000; -9999,000; -9999,000
2017-02-08 03:00;     1,170; -9999,000; -9999,000; -9999,000
2017-02-08 04:00;     1,169; -9999,000; -9999,000; -9999,000
2017-02-08 05:00;     1,166; -9999,000; -9999,000; -9999,000
2017-02-08 06:00;     1,165; -9999,000; -9999,000; -9999,000
2017-02-08 07:00;     1,162; -9999,000; -9999,000; -9999,000
2017-02-08 08:00;     1,167; -9999,000; -9999,000; -9999,000
2017-02-08 09:00;     1,164; -9999,000; -9999,000; -9999,000
2017-02-08 10:00;     1,161; -9999,000; -9999,000; -9999,000
2017-02-08 11:00;     1,162; -9999,000; -9999,000; -9999,000
2017-02-08 12:00;     1,161; -9999,000; -9999,000; -9999,000
2017-02-08 13:00;     1,161; -9999,000; -9999,000; -9999,000
2017-02-08 14:00;     1,157; -9999,000; -9999,000; -9999,000
2017-02-08 15:00;     1,159; -9999,000; -9999,000; -9999,000
